Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"HDLC3","High Density Lipoprotein Cholesterol, Low Serum, 3","Genetic Locus","","2","GC16U900195","0.181315094232559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDLC3"
"PLK1","Polo Like Kinase 1","Protein Coding","P53350","64","GC16P096393","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1"
"ZAP70","Zeta Chain Of T Cell Receptor Associated Protein Kinase 70","Protein Coding","P43403","64","GC02P098200","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZAP70"
"PAK1","P21 (RAC1) Activated Kinase 1","Protein Coding","Q13153","63","GC11M129416","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK1"
"RIPK1","Receptor Interacting Serine/Threonine Kinase 1","Protein Coding","Q13546","63","GC06P007000","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK1"
"GABBR1","Gamma-Aminobutyric Acid Type B Receptor Subunit 1","Protein Coding","Q9UBS5","62","GC06M029555","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABBR1"
"PTPN6","Protein Tyrosine Phosphatase Non-Receptor Type 6","Protein Coding","P29350","62","GC12P042126","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN6"
"CD3E","CD3 Epsilon Subunit Of T-Cell Receptor Complex","Protein Coding","P07766","60","GC11P118304","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD3E"
"F11","Coagulation Factor XI","Protein Coding","P03951","60","GC04P186383","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11"
"ITCH","Itchy E3 Ubiquitin Protein Ligase","Protein Coding","Q96J02","60","GC20P034363","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITCH"
"CASP4","Caspase 4","Protein Coding","P49662","59","GC11M104942","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP4"
"HYOU1","Hypoxia Up-Regulated 1","Protein Coding","Q9Y4L1","59","GC11M130179","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYOU1"
"LPAR1","Lysophosphatidic Acid Receptor 1","Protein Coding","Q92633","59","GC09M110873","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR1"
"PTGER4","Prostaglandin E Receptor 4","Protein Coding","P35408","59","GC05P040679","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4"
"RPS6KA5","Ribosomal Protein S6 Kinase A5","Protein Coding","O75582","59","GC14M090847","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA5"
"HLA-DRA","Major Histocompatibility Complex, Class II, DR Alpha","Protein Coding","P01903","58","GC06P032439","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRA"
"PRICKLE1","Prickle Planar Cell Polarity Protein 1","Protein Coding","Q96MT3","58","GC12M042456","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRICKLE1"
"PTGER3","Prostaglandin E Receptor 3","Protein Coding","P43115","58","GC01M070852","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER3"
"SIRPA","Signal Regulatory Protein Alpha","Protein Coding","P78324","58","GC20P001894","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRPA"
"TRIM24","Tripartite Motif Containing 24","Protein Coding","O15164","58","GC07P138460","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM24"
"BAD","BCL2 Associated Agonist Of Cell Death","Protein Coding","Q92934","57","GC11M128946","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAD"
"HMMR","Hyaluronan Mediated Motility Receptor","Protein Coding","O75330","57","GC05P163469","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMMR"
"RAD23B","RAD23 Homolog B, Nucleotide Excision Repair Protein","Protein Coding","P54727","57","GC09P107283","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23B"
"RANBP2","RAN Binding Protein 2","Protein Coding","P49792","57","GC02P108719","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP2"
"RB1CC1","RB1 Inducible Coiled-Coil 1","Protein Coding","Q8TDY2","57","GC08M052622","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1CC1"
"TRIO","Trio Rho Guanine Nucleotide Exchange Factor","Protein Coding","O75962","57","GC05P014143","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIO"
"BCAR1","BCAR1 Scaffold Protein, Cas Family Member","Protein Coding","P56945","56","GC16M075228","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR1"
"DCLRE1C","DNA Cross-Link Repair 1C","Protein Coding","Q96SD1","56","GC10M014897","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLRE1C"
"RAG1","Recombination Activating 1","Protein Coding","P15918","56","GC11P036554","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAG1"
"SKP1","S-Phase Kinase Associated Protein 1","Protein Coding","P63208","56","GC05M134148","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP1"
"ADH1A","Alcohol Dehydrogenase 1A (Class I), Alpha Polypeptide","Protein Coding","P07327","55","GC04M099276","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1A"
"CYP4F2","Cytochrome P450 Family 4 Subfamily F Member 2","Protein Coding","P78329","55","GC19M015878","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4F2"
"DNAJB2","DnaJ Heat Shock Protein Family (Hsp40) Member B2","Protein Coding","P25686","55","GC02P219279","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB2"
"DUSP3","Dual Specificity Phosphatase 3","Protein Coding","P51452","55","GC17M043766","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP3"
"F2RL3","F2R Like Thrombin Or Trypsin Receptor 3","Protein Coding","Q96RI0","55","GC19P016888","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2RL3"
"FKBP4","FKBP Prolyl Isomerase 4","Protein Coding","Q02790","55","GC12P003443","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP4"
"FLG","Filaggrin","Protein Coding","P20930","55","GC01M163851","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLG"
"HRH2","Histamine Receptor H2","Protein Coding","P25021","55","GC05P175659","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH2"
"JUND","JunD Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P17535","55","GC19M018279","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUND"
"KDM2B","Lysine Demethylase 2B","Protein Coding","Q8NHM5","55","GC12M123827","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM2B"
"KLF10","KLF Transcription Factor 10","Protein Coding","Q13118","55","GC08M102648","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF10"
"PKN2","Protein Kinase N2","Protein Coding","Q16513","55","GC01P088684","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN2"
"S100A6","S100 Calcium Binding Protein A6","Protein Coding","P06703","55","GC01M163887","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A6"
"STX3","Syntaxin 3","Protein Coding","Q13277","55","GC11P059713","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX3"
"UNC13B","Unc-13 Homolog B","Protein Coding","O14795","55","GC09P035161","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13B"
"VDAC2","Voltage Dependent Anion Channel 2","Protein Coding","P45880","55","GC10P075210","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC2"
"ADCY8","Adenylate Cyclase 8","Protein Coding","P40145","54","GC08M130780","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY8"
"ASPN","Asporin","Protein Coding","Q9BXN1","54","GC09M111302","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPN"
"CNTN6","Contactin 6","Protein Coding","Q9UQ52","54","GC03P001109","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN6"
"HTR3B","5-Hydroxytryptamine Receptor 3B","Protein Coding","O95264","54","GC11P114217","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3B"
"MGST1","Microsomal Glutathione S-Transferase 1","Protein Coding","P10620","54","GC12P016347","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGST1"
"MLLT10","MLLT10 Histone Lysine Methyltransferase DOT1L Cofactor","Protein Coding","P55197","54","GC10P021524","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLLT10"
"PAM","Peptidylglycine Alpha-Amidating Monooxygenase","Protein Coding","P19021","54","GC05P102753","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAM"
"SH3GL1","SH3 Domain Containing GRB2 Like 1, Endophilin A2","Protein Coding","Q99961","54","GC19M004360","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3GL1"
"STRA6","Signaling Receptor And Transporter Of Retinol STRA6","Protein Coding","Q9BX79","54","GC15M074179","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRA6"
"TNFAIP6","TNF Alpha Induced Protein 6","Protein Coding","P98066","54","GC02P151357","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP6"
"TRAF1","TNF Receptor Associated Factor 1","Protein Coding","Q13077","54","GC09M120902","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF1"
"DKK3","Dickkopf WNT Signaling Pathway Inhibitor 3","Protein Coding","Q9UBP4","53","GC11M013010","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK3"
"GSTM2","Glutathione S-Transferase Mu 2","Protein Coding","P28161","53","GC01P109668","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM2"
"KANSL1","KAT8 Regulatory NSL Complex Subunit 1","Protein Coding","Q7Z3B3","53","GC17M085408","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL1"
"PTPRM","Protein Tyrosine Phosphatase Receptor Type M","Protein Coding","P28827","53","GC18P007557","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRM"
"SIGLEC1","Sialic Acid Binding Ig Like Lectin 1","Protein Coding","Q9BZZ2","53","GC20M003686","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC1"
"CCT3","Chaperonin Containing TCP1 Subunit 3","Protein Coding","P49368","52","GC01M156308","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3"
"CLK1","CDC Like Kinase 1","Protein Coding","P49759","52","GC02M200853","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLK1"
"CLK2","CDC Like Kinase 2","Protein Coding","P49760","52","GC01M155262","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLK2"
"CXCR6","C-X-C Motif Chemokine Receptor 6","Protein Coding","O00574","52","GC03P059709","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR6"
"IKZF2","IKAROS Family Zinc Finger 2","Protein Coding","Q9UKS7","52","GC02M213001","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF2"
"JUNB","JunB Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P17275","52","GC19P012791","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUNB"
"MCTP2","Multiple C2 And Transmembrane Domain Containing 2","Protein Coding","Q6DN12","52","GC15P172406","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCTP2"
"MT3","Metallothionein 3","Protein Coding","P25713","52","GC16P056589","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT3"
"MTHFD1L","Methylenetetrahydrofolate Dehydrogenase (NADP+ Dependent) 1 Like","Protein Coding","Q6UB35","52","GC06P150865","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1L"
"RARRES1","Retinoic Acid Receptor Responder 1","Protein Coding","P49788","52","GC03M158696","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARRES1"
"RGS20","Regulator Of G Protein Signaling 20","Protein Coding","O76081","52","GC08P053851","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS20"
"SMOC1","SPARC Related Modular Calcium Binding 1","Protein Coding","Q9H4F8","52","GC14P069854","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMOC1"
"TCP1","T-Complex 1","Protein Coding","P17987","52","GC06M159778","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1"
"TIMELESS","Timeless Circadian Regulator","Protein Coding","Q9UNS1","52","GC12M056416","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMELESS"
"TPD52","Tumor Protein D52","Protein Coding","P55327","52","GC08M080031","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPD52"
"USP18","Ubiquitin Specific Peptidase 18","Protein Coding","Q9UMW8","52","GC22P018149","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP18"
"ADGRB3","Adhesion G Protein-Coupled Receptor B3","Protein Coding","O60242","51","GC06P068635","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB3"
"CAND1","Cullin Associated And Neddylation Dissociated 1","Protein Coding","Q86VP6","51","GC12P067282","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAND1"
"CEP43","Centrosomal Protein 43","Protein Coding","O95684","51","GC06P167025","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP43"
"FKBP1B","FKBP Prolyl Isomerase 1B","Protein Coding","P68106","51","GC02P024033","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP1B"
"KCTD1","Potassium Channel Tetramerization Domain Containing 1","Protein Coding","Q719H9","51","GC18M026454","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD1"
"MYL12A","Myosin Light Chain 12A","Protein Coding","P19105","51","GC18P003238","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A"
"NAIP","NLR Family Apoptosis Inhibitory Protein","Protein Coding","Q13075","51","GC05M070968","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAIP"
"RNPEP","Arginyl Aminopeptidase","Protein Coding","Q9H4A4","51","GC01P201982","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPEP"
"TIMM44","Translocase Of Inner Mitochondrial Membrane 44","Protein Coding","O43615","51","GC19M007926","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM44"
"WTAP","WT1 Associated Protein","Protein Coding","Q15007","51","GC06P159725","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WTAP"
"CERS4","Ceramide Synthase 4","Protein Coding","Q9HA82","50","GC19P008206","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERS4"
"COPS6","COP9 Signalosome Subunit 6","Protein Coding","Q7L5N1","50","GC07P100088","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS6"
"METTL14","Methyltransferase 14, N6-Adenosine-Methyltransferase Non-Catalytic Subunit","Protein Coding","Q9HCE5","50","GC04P118685","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL14"
"MGAT5","Alpha-1,6-Mannosylglycoprotein 6-Beta-N-Acetylglucosaminyltransferase","Protein Coding","Q09328","50","GC02P134119","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT5"
"RDH10","Retinol Dehydrogenase 10","Protein Coding","Q8IZV5","50","GC08P073294","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH10"
"RGS8","Regulator Of G Protein Signaling 8","Protein Coding","P57771","50","GC01M186039","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS8"
"GIT2","GIT ArfGAP 2","Protein Coding","Q14161","49","GC12M109929","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIT2"
"PGRMC2","Progesterone Receptor Membrane Component 2","Protein Coding","O15173","49","GC04M128269","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGRMC2"
"TOX","Thymocyte Selection Associated High Mobility Group Box","Protein Coding","O94900","49","GC08M058805","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOX"
"UQCRH","Ubiquinol-Cytochrome C Reductase Hinge Protein","Protein Coding","P07919","49","GC01P046303","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRH"
"ADGRF5","Adhesion G Protein-Coupled Receptor F5","Protein Coding","Q8IZF2","48","GC06M046852","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRF5"
"AHSP","Alpha Hemoglobin Stabilizing Protein","Protein Coding","Q9NZD4","48","GC16P031527","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSP"
"ARHGAP15","Rho GTPase Activating Protein 15","Protein Coding","Q53QZ3","48","GC02P143091","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP15"
"ATF5","Activating Transcription Factor 5","Protein Coding","Q9Y2D1","48","GC19P123451","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF5"
"BLOC1S3","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 3","Protein Coding","Q6QNY0","48","GC19P045178","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S3"
"CCL27","C-C Motif Chemokine Ligand 27","Protein Coding","Q9Y4X3","48","GC09M035382","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL27"
"CLK4","CDC Like Kinase 4","Protein Coding","Q9HAZ1","48","GC05M178602","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLK4"
"GPR17","G Protein-Coupled Receptor 17","Protein Coding","Q13304","48","GC02P127645","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR17"
"PAPLN","Papilin, Proteoglycan Like Sulfated Glycoprotein","Protein Coding","O95428","48","GC14P073271","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPLN"
"PKMYT1","Protein Kinase, Membrane Associated Tyrosine/Threonine 1","Protein Coding","Q99640","48","GC16M025693","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKMYT1"
"PSME2","Proteasome Activator Subunit 2","Protein Coding","Q9UL46","48","GC14M024143","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME2"
"RENBP","Renin Binding Protein","Protein Coding","P51606","48","GC0XM153935","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RENBP"
"THOP1","Thimet Oligopeptidase 1","Protein Coding","P52888","48","GC19P002785","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOP1"
"TJP3","Tight Junction Protein 3","Protein Coding","O95049","48","GC19P003708","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP3"
"ABI2","Abl Interactor 2","Protein Coding","Q9NYB9","47","GC02P204046","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABI2"
"AP2A2","Adaptor Related Protein Complex 2 Subunit Alpha 2","Protein Coding","O94973","47","GC11P000924","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A2"
"ATP10D","ATPase Phospholipid Transporting 10D (Putative)","Protein Coding","Q9P241","47","GC04P047540","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP10D"
"CDH9","Cadherin 9","Protein Coding","Q9ULB4","47","GC05M026916","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH9"
"EDC4","Enhancer Of MRNA Decapping 4","Protein Coding","Q6P2E9","47","GC16P067873","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDC4"
"GPR158","G Protein-Coupled Receptor 158","Protein Coding","Q5T848","47","GC10P025174","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR158"
"H1-1","H1.1 Linker Histone, Cluster Member","Protein Coding","Q02539","47","GC06M096569","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-1"
"IL26","Interleukin 26","Protein Coding","Q9NPH9","47","GC12M068201","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL26"
"PLPP3","Phospholipid Phosphatase 3","Protein Coding","O14495","47","GC01M056495","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLPP3"
"REG3G","Regenerating Family Member 3 Gamma","Protein Coding","Q6UW15","47","GC02P079025","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG3G"
"TRAPPC6A","Trafficking Protein Particle Complex Subunit 6A","Protein Coding","O75865","47","GC19M045162","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC6A"
"ELAVL2","ELAV Like RNA Binding Protein 2","Protein Coding","Q12926","46","GC09M023690","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL2"
"GPN1","GPN-Loop GTPase 1","Protein Coding","Q9HCN4","46","GC02P027628","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPN1"
"LRRTM2","Leucine Rich Repeat Transmembrane Neuronal 2","Protein Coding","O43300","46","GC05M138868","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRTM2"
"TOX4","TOX High Mobility Group Box Family Member 4","Protein Coding","O94842","46","GC14P021476","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOX4"
"AGBL1","AGBL Carboxypeptidase 1","Protein Coding","Q96MI9","45","GC15P167183","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGBL1"
"CEP350","Centrosomal Protein 350","Protein Coding","Q5VT06","45","GC01P179955","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP350"
"FBXL17","F-Box And Leucine Rich Repeat Protein 17","Protein Coding","Q9UF56","45","GC05M107859","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL17"
"LACRT","Lacritin","Protein Coding","Q9GZZ8","45","GC12M059468","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LACRT"
"PGP","Phosphoglycolate Phosphatase","Protein Coding","A6NDG6","45","GC16M025596","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGP"
"PRSS16","Serine Protease 16","Protein Coding","Q9NQE7","45","GC06P027247","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS16"
"SAMM50","SAMM50 Sorting And Assembly Machinery Component","Protein Coding","Q9Y512","45","GC22P043955","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMM50"
"TRPC4AP","Transient Receptor Potential Cation Channel Subfamily C Member 4 Associated Protein","Protein Coding","Q8TEL6","45","GC20M035002","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC4AP"
"ZNF664","Zinc Finger Protein 664","Protein Coding","Q8N3J9","45","GC12P123971","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF664"
"ARHGEF19","Rho Guanine Nucleotide Exchange Factor 19","Protein Coding","Q8IW93","44","GC01M016197","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF19"
"ATP5IF1","ATP Synthase Inhibitory Factor Subunit 1","Protein Coding","Q9UII2","44","GC01P052867","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5IF1"
"CHCHD4","Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 4","Protein Coding","Q8N4Q1","44","GC03M026796","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD4"
"DDX55","DEAD-Box Helicase 55","Protein Coding","Q8NHQ9","44","GC12P123602","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX55"
"EFS","Embryonal Fyn-Associated Substrate","Protein Coding","O43281","44","GC14M023356","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFS"
"EXOC3L2","Exocyst Complex Component 3 Like 2","Protein Coding","Q2M3D2","44","GC19M045212","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC3L2"
"GPS1","G Protein Pathway Suppressor 1","Protein Coding","Q13098","44","GC17P082050","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPS1"
"HTR3E","5-Hydroxytryptamine Receptor 3E","Protein Coding","A5X5Y0","44","GC03P184557","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3E"
"PPP4R3B","Protein Phosphatase 4 Regulatory Subunit 3B","Protein Coding","Q5MIZ7","44","GC02M055547","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP4R3B"
"PTPRQ","Protein Tyrosine Phosphatase Receptor Type Q","Protein Coding","Q9UMZ3","44","GC12P080402","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRQ"
"SGSM2","Small G Protein Signaling Modulator 2","Protein Coding","O43147","44","GC17P002337","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGSM2"
"SH2B2","SH2B Adaptor Protein 2","Protein Coding","O14492","44","GC07P107597","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2B2"
"SNX7","Sorting Nexin 7","Protein Coding","Q9UNH6","44","GC01P098590","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX7"
"THSD7B","Thrombospondin Type 1 Domain Containing 7B","Protein Coding","Q9C0I4","44","GC02P136765","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THSD7B"
"WHAMM","WASP Homolog Associated With Actin, Golgi Membranes And Microtubules","Protein Coding","Q8TF30","44","GC15P167030","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WHAMM"
"DDX43","DEAD-Box Helicase 43","Protein Coding","Q9NXZ2","43","GC06P073394","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX43"
"EMX1","Empty Spiracles Homeobox 1","Protein Coding","Q04741","43","GC02P072916","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMX1"
"HEMGN","Hemogen","Protein Coding","Q9BXL5","43","GC09M111529","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEMGN"
"HTR3C","5-Hydroxytryptamine Receptor 3C","Protein Coding","Q8WXA8","43","GC03P184553","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3C"
